ScDsagR_148_HRSCAF_195	remanei_genome_00020083
X	remanei_genome_00004928
X	remanei_genome_00004944
X	remanei_genome_00004967
X	remanei_genome_00004969
X	remanei_genome_00004970
X	remanei_genome_00004971
X	remanei_genome_00004975
X	remanei_genome_00004976
X	remanei_genome_00004977
X	remanei_genome_00004980
X	remanei_genome_00004981
X	remanei_genome_00004986
X	remanei_genome_00004989
X	remanei_genome_00004968
X	remanei_genome_00004972
X	remanei_genome_00004973
X	remanei_genome_00004974
X	remanei_genome_00004978
X	remanei_genome_00004979
X	remanei_genome_00004982
X	remanei_genome_00004983
X	remanei_genome_00004984
X	remanei_genome_00004985
X	remanei_genome_00004987
X	remanei_genome_00004988
X	remanei_genome_00004947
X	remanei_genome_00004951
X	remanei_genome_00004956
X	remanei_genome_00004958
X	remanei_genome_00004959
X	remanei_genome_00004960
X	remanei_genome_00004962
X	remanei_genome_00004963
X	remanei_genome_00004966
X	remanei_genome_00004948
X	remanei_genome_00004949
X	remanei_genome_00004950
X	remanei_genome_00004952
X	remanei_genome_00004953
X	remanei_genome_00004954
X	remanei_genome_00004955
X	remanei_genome_00004957
X	remanei_genome_00004961
X	remanei_genome_00004964
X	remanei_genome_00004965
X	remanei_genome_00005003
X	remanei_genome_00005006
X	remanei_genome_00005009
X	remanei_genome_00005011
X	remanei_genome_00005013
X	remanei_genome_00005015
X	remanei_genome_00005016
X	remanei_genome_00005018
X	remanei_genome_00005020
X	remanei_genome_00005021
X	remanei_genome_00005004
X	remanei_genome_00005005
X	remanei_genome_00005007
X	remanei_genome_00005008
X	remanei_genome_00005010
X	remanei_genome_00005012
X	remanei_genome_00005017
X	remanei_genome_00005019
X	remanei_genome_00005014
X	remanei_genome_00004990
X	remanei_genome_00004993
X	remanei_genome_00004994
X	remanei_genome_00004997
X	remanei_genome_00004998
X	remanei_genome_00004999
X	remanei_genome_00005000
X	remanei_genome_00005001
X	remanei_genome_00004991
X	remanei_genome_00004992
X	remanei_genome_00004995
X	remanei_genome_00004996
X	remanei_genome_00005002
X	remanei_genome_00005022
X	remanei_genome_00005023
X	remanei_genome_00005024
X	remanei_genome_00005025
X	remanei_genome_00005026
X	remanei_genome_00005029
X	remanei_genome_00005031
X	remanei_genome_00005032
X	remanei_genome_00005034
X	remanei_genome_00005035
X	remanei_genome_00005036
X	remanei_genome_00005037
X	remanei_genome_00005038
X	remanei_genome_00005040
X	remanei_genome_00005041
X	remanei_genome_00005027
X	remanei_genome_00005028
X	remanei_genome_00005030
X	remanei_genome_00005033
X	remanei_genome_00005039
X	remanei_genome_00005042
X	remanei_genome_00005046
X	remanei_genome_00005047
X	remanei_genome_00005048
X	remanei_genome_00005050
X	remanei_genome_00005051
X	remanei_genome_00005053
X	remanei_genome_00005054
X	remanei_genome_00005055
X	remanei_genome_00005043
X	remanei_genome_00005044
X	remanei_genome_00005045
X	remanei_genome_00005049
X	remanei_genome_00005052
X	remanei_genome_00005056
X	remanei_genome_00005072
X	remanei_genome_00005073
X	remanei_genome_00005074
X	remanei_genome_00005075
X	remanei_genome_00005076
X	remanei_genome_00005077
X	remanei_genome_00005078
X	remanei_genome_00005082
X	remanei_genome_00005084
X	remanei_genome_00005079
X	remanei_genome_00005080
X	remanei_genome_00005081
X	remanei_genome_00005083
X	remanei_genome_00005085
X	remanei_genome_00005086
X	remanei_genome_00005087
X	remanei_genome_00005058
X	remanei_genome_00005060
X	remanei_genome_00005062
X	remanei_genome_00005064
X	remanei_genome_00005066
X	remanei_genome_00005067
X	remanei_genome_00005068
X	remanei_genome_00005069
X	remanei_genome_00005071
X	remanei_genome_00005057
X	remanei_genome_00005059
X	remanei_genome_00005061
X	remanei_genome_00005063
X	remanei_genome_00005065
X	remanei_genome_00005070
X	remanei_genome_00005088
X	remanei_genome_00005093
X	remanei_genome_00005097
X	remanei_genome_00005101
X	remanei_genome_00005103
X	remanei_genome_00005104
X	remanei_genome_00005105
X	remanei_genome_00005106
X	remanei_genome_00005089
X	remanei_genome_00005090
X	remanei_genome_00005091
X	remanei_genome_00005092
X	remanei_genome_00005094
X	remanei_genome_00005095
X	remanei_genome_00005096
X	remanei_genome_00005098
X	remanei_genome_00005099
X	remanei_genome_00005100
X	remanei_genome_00005102
X	remanei_genome_00005107
X	remanei_genome_00005111
X	remanei_genome_00005113
X	remanei_genome_00005116
X	remanei_genome_00005117
X	remanei_genome_00005118
X	remanei_genome_00005119
X	remanei_genome_00005121
X	remanei_genome_00005108
X	remanei_genome_00005109
X	remanei_genome_00005110
X	remanei_genome_00005112
X	remanei_genome_00005114
X	remanei_genome_00005115
X	remanei_genome_00005120
X	remanei_genome_00005122
X	remanei_genome_00005123
X	remanei_genome_00005124
X	remanei_genome_00005127
X	remanei_genome_00005132
X	remanei_genome_00005134
X	remanei_genome_00005137
X	remanei_genome_00005125
X	remanei_genome_00005126
X	remanei_genome_00005128
X	remanei_genome_00005129
X	remanei_genome_00005130
X	remanei_genome_00005131
X	remanei_genome_00005133
X	remanei_genome_00005135
X	remanei_genome_00005136
X	remanei_genome_00005163
X	remanei_genome_00005165
X	remanei_genome_00005166
X	remanei_genome_00005168
X	remanei_genome_00005171
X	remanei_genome_00005173
X	remanei_genome_00005174
X	remanei_genome_00005175
X	remanei_genome_00005176
X	remanei_genome_00005178
X	remanei_genome_00005179
X	remanei_genome_00005181
X	remanei_genome_00005183
X	remanei_genome_00005162
X	remanei_genome_00005164
X	remanei_genome_00005167
X	remanei_genome_00005169
X	remanei_genome_00005170
X	remanei_genome_00005172
X	remanei_genome_00005177
X	remanei_genome_00005180
X	remanei_genome_00005182
X	remanei_genome_00005138
X	remanei_genome_00005139
X	remanei_genome_00005140
X	remanei_genome_00005144
X	remanei_genome_00005146
X	remanei_genome_00005151
X	remanei_genome_00005154
X	remanei_genome_00005157
X	remanei_genome_00005158
X	remanei_genome_00005159
X	remanei_genome_00005160
X	remanei_genome_00005161
X	remanei_genome_00005141
X	remanei_genome_00005142
X	remanei_genome_00005143
X	remanei_genome_00005145
X	remanei_genome_00005147
X	remanei_genome_00005148
X	remanei_genome_00005149
X	remanei_genome_00005150
X	remanei_genome_00005152
X	remanei_genome_00005153
X	remanei_genome_00005155
X	remanei_genome_00005156
X	remanei_genome_00005184
X	remanei_genome_00005187
X	remanei_genome_00005188
X	remanei_genome_00005192
X	remanei_genome_00005195
X	remanei_genome_00005197
X	remanei_genome_00005198
X	remanei_genome_00005185
X	remanei_genome_00005186
X	remanei_genome_00005189
X	remanei_genome_00005190
X	remanei_genome_00005191
X	remanei_genome_00005193
X	remanei_genome_00005194
X	remanei_genome_00005196
X	remanei_genome_00005199
X	remanei_genome_00005200
X	remanei_genome_00005204
X	remanei_genome_00005205
X	remanei_genome_00005208
X	remanei_genome_00005216
X	remanei_genome_00005217
X	remanei_genome_00005219
X	remanei_genome_00005201
X	remanei_genome_00005202
X	remanei_genome_00005203
X	remanei_genome_00005206
X	remanei_genome_00005207
X	remanei_genome_00005209
X	remanei_genome_00005210
X	remanei_genome_00005211
X	remanei_genome_00005212
X	remanei_genome_00005213
X	remanei_genome_00005214
X	remanei_genome_00005215
X	remanei_genome_00005218
X	remanei_genome_00005220
X	remanei_genome_00005221
X	remanei_genome_00005223
X	remanei_genome_00005224
X	remanei_genome_00005226
X	remanei_genome_00005229
X	remanei_genome_00005234
X	remanei_genome_00005222
X	remanei_genome_00005225
X	remanei_genome_00005227
X	remanei_genome_00005228
X	remanei_genome_00005230
X	remanei_genome_00005231
X	remanei_genome_00005232
X	remanei_genome_00005233
X	remanei_genome_00005257
X	remanei_genome_00005259
X	remanei_genome_00005262
X	remanei_genome_00005264
X	remanei_genome_00005265
X	remanei_genome_00005267
X	remanei_genome_00005268
X	remanei_genome_00005269
X	remanei_genome_00005270
X	remanei_genome_00005271
X	remanei_genome_00005272
X	remanei_genome_00005273
X	remanei_genome_00005258
X	remanei_genome_00005260
X	remanei_genome_00005261
X	remanei_genome_00005263
X	remanei_genome_00005266
X	remanei_genome_00005236
X	remanei_genome_00005237
X	remanei_genome_00005238
X	remanei_genome_00005240
X	remanei_genome_00005242
X	remanei_genome_00005246
X	remanei_genome_00005247
X	remanei_genome_00005248
X	remanei_genome_00005251
X	remanei_genome_00005235
X	remanei_genome_00005239
X	remanei_genome_00005241
X	remanei_genome_00005243
X	remanei_genome_00005244
X	remanei_genome_00005245
X	remanei_genome_00005249
X	remanei_genome_00005250
X	remanei_genome_00005252
X	remanei_genome_00005253
X	remanei_genome_00005254
X	remanei_genome_00005255
X	remanei_genome_00005256
X	remanei_genome_00005274
X	remanei_genome_00005278
X	remanei_genome_00005279
X	remanei_genome_00005280
X	remanei_genome_00005282
X	remanei_genome_00005283
X	remanei_genome_00005285
X	remanei_genome_00005286
X	remanei_genome_00005288
X	remanei_genome_00005289
X	remanei_genome_00005292
X	remanei_genome_00005275
X	remanei_genome_00005276
X	remanei_genome_00005277
X	remanei_genome_00005281
X	remanei_genome_00005284
X	remanei_genome_00005287
X	remanei_genome_00005290
X	remanei_genome_00005291
X	remanei_genome_00005293
X	remanei_genome_00005294
X	remanei_genome_00005297
X	remanei_genome_00005298
X	remanei_genome_00005300
X	remanei_genome_00005303
X	remanei_genome_00005304
X	remanei_genome_00005295
X	remanei_genome_00005296
X	remanei_genome_00005299
X	remanei_genome_00005301
X	remanei_genome_00005302
X	remanei_genome_00005305
X	remanei_genome_00005306
X	remanei_genome_00005307
X	remanei_genome_00005308
X	remanei_genome_00005327
X	remanei_genome_00005328
X	remanei_genome_00005329
X	remanei_genome_00005330
X	remanei_genome_00005331
X	remanei_genome_00005333
X	remanei_genome_00005336
X	remanei_genome_00005325
X	remanei_genome_00005326
X	remanei_genome_00005332
X	remanei_genome_00005334
X	remanei_genome_00005335
X	remanei_genome_00005337
X	remanei_genome_00005339
X	remanei_genome_00005340
X	remanei_genome_00005341
X	remanei_genome_00005342
X	remanei_genome_00005343
X	remanei_genome_00005344
X	remanei_genome_00005338
X	remanei_genome_00005310
X	remanei_genome_00005311
X	remanei_genome_00005316
X	remanei_genome_00005318
X	remanei_genome_00005320
X	remanei_genome_00005324
X	remanei_genome_00005309
X	remanei_genome_00005312
X	remanei_genome_00005313
X	remanei_genome_00005314
X	remanei_genome_00005315
X	remanei_genome_00005319
X	remanei_genome_00005321
X	remanei_genome_00005322
X	remanei_genome_00005323
X	remanei_genome_00005317
X	remanei_genome_00005372
X	remanei_genome_00005374
X	remanei_genome_00005379
X	remanei_genome_00005384
X	remanei_genome_00005385
X	remanei_genome_00005386
X	remanei_genome_00005387
X	remanei_genome_00005369
X	remanei_genome_00005370
X	remanei_genome_00005371
X	remanei_genome_00005373
X	remanei_genome_00005375
X	remanei_genome_00005376
X	remanei_genome_00005377
X	remanei_genome_00005378
X	remanei_genome_00005380
X	remanei_genome_00005381
X	remanei_genome_00005382
X	remanei_genome_00005383
X	remanei_genome_00005345
X	remanei_genome_00005346
X	remanei_genome_00005348
X	remanei_genome_00005350
X	remanei_genome_00005353
X	remanei_genome_00005354
X	remanei_genome_00005359
X	remanei_genome_00005360
X	remanei_genome_00005361
X	remanei_genome_00005363
X	remanei_genome_00005364
X	remanei_genome_00005365
X	remanei_genome_00005366
X	remanei_genome_00005367
X	remanei_genome_00005368
X	remanei_genome_00005347
X	remanei_genome_00005349
X	remanei_genome_00005351
X	remanei_genome_00005352
X	remanei_genome_00005355
X	remanei_genome_00005356
X	remanei_genome_00005357
X	remanei_genome_00005358
X	remanei_genome_00005362
X	remanei_genome_00005388
X	remanei_genome_00005390
X	remanei_genome_00005391
X	remanei_genome_00005394
X	remanei_genome_00005399
X	remanei_genome_00005403
X	remanei_genome_00005404
X	remanei_genome_00005389
X	remanei_genome_00005392
X	remanei_genome_00005393
X	remanei_genome_00005395
X	remanei_genome_00005396
X	remanei_genome_00005397
X	remanei_genome_00005398
X	remanei_genome_00005400
X	remanei_genome_00005401
X	remanei_genome_00005402
X	remanei_genome_00005405
X	remanei_genome_00005428
X	remanei_genome_00005429
X	remanei_genome_00005438
X	remanei_genome_00005439
X	remanei_genome_00005440
X	remanei_genome_00005441
X	remanei_genome_00005430
X	remanei_genome_00005431
X	remanei_genome_00005432
X	remanei_genome_00005433
X	remanei_genome_00005434
X	remanei_genome_00005435
X	remanei_genome_00005436
X	remanei_genome_00005437
X	remanei_genome_00005406
X	remanei_genome_00005407
X	remanei_genome_00005414
X	remanei_genome_00005416
X	remanei_genome_00005419
X	remanei_genome_00005421
X	remanei_genome_00005423
X	remanei_genome_00005424
X	remanei_genome_00005425
X	remanei_genome_00005426
X	remanei_genome_00005408
X	remanei_genome_00005409
X	remanei_genome_00005410
X	remanei_genome_00005411
X	remanei_genome_00005412
X	remanei_genome_00005413
X	remanei_genome_00005415
X	remanei_genome_00005417
X	remanei_genome_00005418
X	remanei_genome_00005420
X	remanei_genome_00005422
X	remanei_genome_00005427
X	remanei_genome_00005457
X	remanei_genome_00005458
X	remanei_genome_00005461
X	remanei_genome_00005462
X	remanei_genome_00005465
X	remanei_genome_00005467
X	remanei_genome_00005468
X	remanei_genome_00005470
X	remanei_genome_00005459
X	remanei_genome_00005460
X	remanei_genome_00005463
X	remanei_genome_00005464
X	remanei_genome_00005466
X	remanei_genome_00005469
X	remanei_genome_00005443
X	remanei_genome_00005446
X	remanei_genome_00005447
X	remanei_genome_00005449
X	remanei_genome_00005450
X	remanei_genome_00005451
X	remanei_genome_00005452
X	remanei_genome_00005453
X	remanei_genome_00005442
X	remanei_genome_00005444
X	remanei_genome_00005445
X	remanei_genome_00005448
X	remanei_genome_00005454
X	remanei_genome_00005455
X	remanei_genome_00005456
X	remanei_genome_00005490
X	remanei_genome_00005491
X	remanei_genome_00005493
X	remanei_genome_00005496
X	remanei_genome_00005497
X	remanei_genome_00005498
X	remanei_genome_00005499
X	remanei_genome_00005501
X	remanei_genome_00005502
X	remanei_genome_00005503
X	remanei_genome_00005492
X	remanei_genome_00005494
X	remanei_genome_00005495
X	remanei_genome_00005500
X	remanei_genome_00005504
X	remanei_genome_00005505
X	remanei_genome_00005506
X	remanei_genome_00005507
X	remanei_genome_00005508
X	remanei_genome_00005511
X	remanei_genome_00005509
X	remanei_genome_00005510
X	remanei_genome_00005512
X	remanei_genome_00005515
X	remanei_genome_00005471
X	remanei_genome_00005472
X	remanei_genome_00005473
X	remanei_genome_00005477
X	remanei_genome_00005479
X	remanei_genome_00005483
X	remanei_genome_00005486
X	remanei_genome_00005488
X	remanei_genome_00005474
X	remanei_genome_00005475
X	remanei_genome_00005476
X	remanei_genome_00005478
X	remanei_genome_00005480
X	remanei_genome_00005481
X	remanei_genome_00005482
X	remanei_genome_00005484
X	remanei_genome_00005485
X	remanei_genome_00005487
X	remanei_genome_00005489
X	remanei_genome_00005513
X	remanei_genome_00005514
X	remanei_genome_00005516
X	remanei_genome_00005517
X	remanei_genome_00005519
X	remanei_genome_00005520
X	remanei_genome_00005523
X	remanei_genome_00005525
X	remanei_genome_00005526
X	remanei_genome_00005527
X	remanei_genome_00005529
X	remanei_genome_00005530
X	remanei_genome_00005531
X	remanei_genome_00005532
X	remanei_genome_00005518
X	remanei_genome_00005521
X	remanei_genome_00005522
X	remanei_genome_00005524
X	remanei_genome_00005528
X	remanei_genome_00005533
X	remanei_genome_00005537
X	remanei_genome_00005538
X	remanei_genome_00005539
X	remanei_genome_00005540
X	remanei_genome_00005541
X	remanei_genome_00005542
X	remanei_genome_00005545
X	remanei_genome_00005534
X	remanei_genome_00005535
X	remanei_genome_00005536
X	remanei_genome_00005543
X	remanei_genome_00005544
X	remanei_genome_00005546
X	remanei_genome_00005547
X	remanei_genome_00005548
X	remanei_genome_00005549
X	remanei_genome_00005554
X	remanei_genome_00005555
X	remanei_genome_00005556
X	remanei_genome_00005557
X	remanei_genome_00005558
X	remanei_genome_00005559
X	remanei_genome_00005562
X	remanei_genome_00005563
X	remanei_genome_00005564
X	remanei_genome_00005550
X	remanei_genome_00005551
X	remanei_genome_00005552
X	remanei_genome_00005553
X	remanei_genome_00005560
X	remanei_genome_00005561
X	remanei_genome_00005566
X	remanei_genome_00005568
X	remanei_genome_00005565
X	remanei_genome_00005567
X	remanei_genome_00005569
X	remanei_genome_00005571
X	remanei_genome_00005574
X	remanei_genome_00005575
X	remanei_genome_00005576
X	remanei_genome_00005578
X	remanei_genome_00005580
X	remanei_genome_00005582
X	remanei_genome_00005588
X	remanei_genome_00005590
X	remanei_genome_00005591
X	remanei_genome_00005570
X	remanei_genome_00005577
X	remanei_genome_00005579
X	remanei_genome_00005581
X	remanei_genome_00005583
X	remanei_genome_00005585
X	remanei_genome_00005586
X	remanei_genome_00005587
X	remanei_genome_00005589
X	remanei_genome_00005573
X	remanei_genome_00005584
X	remanei_genome_00005572
X	remanei_genome_00005593
X	remanei_genome_00005594
X	remanei_genome_00005597
X	remanei_genome_00005600
X	remanei_genome_00005602
X	remanei_genome_00005603
X	remanei_genome_00005604
X	remanei_genome_00005605
X	remanei_genome_00005606
X	remanei_genome_00005592
